index,country,content1,content2,content3
95,일본,"▸(입국금지) 입국 전 14일 이내 대구‧청도를 방문 후 입국한 외국인 대상 입국금지(2.27) - 상기 지역에 더해 3.7.부터 경북 일부지역(경산시, 안동시, 영천시, 칠곡군, 의성군, 
성주군, 군위군)을 방문 후 입국한 외국인 대상 입국금지(3.5.) ▸(사증 제한) 3.9.부터 △단수‧복수 사증 효력 정지, △한국, 홍콩, 마카오에 대한 사증 
면제조치 정지(3.5.) ▸(검역 강화) 3.9.부터 한국, 중국(홍콩, 마카오 포함) 방문 후 입국한 입국자 대상 14일간 
지정장소(자택 또는 여행자의 경우 호텔) 대기 요청 및 대중교통 사용 자제 요청(3.5.) ※한국, 중국에서출발또는경유후입국한외국인대상항공기.선박내유증상자가없 
다는 사실 등이 확인될 때까지 검역소장 지정 장소 대기 필요(3.10.) ▸(항공, 선박) 3.9.부터 항공 여객편 도착공항은 나리타공항과 간사이공항으로 이용이 
한정되며 선박의 경우 한국과 중국으로부터의 여객운송 중지 요청(3.5)",,
96,자메이카,"▸입국 전 14일 이내 한국, 중국, 이탈리아, 싱가포르, 이란, 스페인, 프랑스, 독일을 방 문 후 입국한 외국인 대상 입국금지(2.27.) 
※ 영주권 보유자, 자메이카인 배우자를 둔 외국인의 경우, 조건부(검사 및 격리) 입국허용",,
97,잠비아,"▸한국, 중국 등을 방문 후 입국한 외국인 대상 필요 시 14일간 자가격리 권고(2.26.)",,
98,적도기니,"▸한국, 중국, 이란, 이탈리아, 싱가포르를 방문 후 입국한 외국인 대상 입국금지(2.26.)",,
99,조지아,"▸입국 전 14일 이내 한국, 중국, 이탈리아, 이란, 독일, 프랑스, 오스트리아, 스페인을 방문 또는 경유 후 입국한 외국인 대상 출발지 또는 경유국 보건당국이 발급한 음성 판정 진단서 제출 필수(3.6.) ※ 음성판정 진단서 미지참 시 입국불허 또는 14일간 격리(시설 또는 자가)",,
100,중국,1,간쑤성,"▸간쑤성 진입시, 감염심각 국가에서 체류하거나 경유한 모든 내외국민은 14일 간 자가격리, 단, 유증상자는 지정시설 격리 ※ 현재 한-간쑤성 직항편 없음."
,중국,2,광둥성,"▸광둥성(선전, 광저우 등) 진입시, 최근 14일 내 한국, 일본, 이탈리아, 이란 등 방문이력이 있는 내외국민은 핵산검사 실시 후 음성판정시 14일간 자가 격리(광둥성 내 고정 거주지 없을 경우 지정시설 격리)(3.6)"
,중국,3,광시좡족 자치구,"▸광시좡족자치구(난닝시, 구이린시 등) 진입시, 최근 14일 내 감염심각 지역 방문이력 있는 내외국민은 핵산검사 실시 및 14일간 지정시설 격리(3.8) 
※ 현재 한-광시좡족자치구 직항편 없음."
,중국,4,구이저우성,"▸구이저우성 진입시, 최근 14일 이내 한국, 일본, 이탈리아, 이란 방문이력이 있는 내외국민 14일간 지정시설 격리(3.9) 
※ 현재 한-구이저우성 직항편 없음."
,중국,5,랴오닝성,"▸다롄공항, 한국 및 일본발 항공기 탑승 내외국민 14일간 자가격리 또는 지 정호텔 격리 및 일일 건강상태 보고(2.25) 
▸선양공항, 국제선 탑승 내외국민 중 △무증상자는 전용차량으로 목적지까지 이 동하여 해당 지역의 격리 방침에 따라 14일간 자가/자율격리*, △유증상자는 지 정병원 이송(2.26) 
* 지역별로 핵산검사 샘플채취 후 자가격리, 또는 호텔 체류하며 결과 음성 판정시 자가격리 등 실시"
,중국,6,베이징시,"▸베이징시(수도공항 등) 진입시, 감염심각 국가에서 온 국제선 탑승 내외국민 지정장소로 이동하여 발열체크 후 이상 없을시 준비된 버스로 목적지별 이동, 14일간 자가격리(베이징 시내 고정 거주지 없는 경우 호텔 격리, 목적지가 다른 지역일 경우 해당 지역의 격리 방침 준수), 발열 지속 등 이상증상 있을시 해당 인원만 병원 이송(3.11) 
※ 단기 비즈니스 목적 입국자는 지정호텔 입주 후 핵산검사 실시, 검사결과 나 오기 전까지 호텔 이탈 불가"
,중국,7,산둥성,"▸칭다오 류팅공항, 국제선 탑승 내외국민 14일간 자가격리(해당 지역 내 고정 거주지 없는 경우 지정호텔 격리), 발열자 발생시 전후 3열(총 7열) 탑승자 14일간 지정호텔 격리관찰(3.6) 
▸웨이하이공항, 국제선 탑승 내외국민은 원칙적으로 7일간 지정호텔 격리 후, 후반 7일은 자가격리 전환(호텔 잔류시 호텔비용 개인 부담), 유증상자 발 생시 7일간 지정호텔 격리하며 핵산검사 실시하여 전원 음성일 경우 자가격리 전환(일부 승객 양성 판정시 전원 지정호텔 격리)(3.6.) 
▸옌타이공항, 국제선 탑승 내외국민 지정시설로 이동하여 대기, △유증상자 없을시 14일간 자가격리, △유증상자 발생시 전원 지정호텔 격리 및 핵산검 사 실시 후 전원 음성일 경우 자가격리 전환(일부 승객 양성 판정시 전원 지정 호텔 격리(3.1) 
▸지난시 진입시, 국제선 탑승 내외국민 14일간 지정호텔 격리"
,중국,8,산시성 (陝西省),"▸시안 셴양공항, 한국, 일본, 이탈리아, 이란에서 시안으로 들어온 사람 전원 14일간 지정시설 격리(3.3) 
※ 입국 및 검역 절차에서 발열자가 없을 경우 지정호텔 격리, 37.3도 이상 발열자 발생시 주변 승객(기내 체온 검사시 발열자 발생) 또는 전원(하기 후 발열자 발생) 병원에서 발열자 검사결과 나올 때까지 1-2일 대기, 발열 자 검사 결과에 따라 병원(양성) 또는 호텔(음성) 격리"
,중국,9,상하이시,"▸상하이시 진입시, 최근 14일 내 한국, 일본, 이탈리아, 이란, 프랑스, 스페인, 독일, 미국 방문이력이 있는 내외국민 14일간 자가 또는 지정시설 격리(3.13)"
,중국,10,쓰촨성,"▸청두공항, 한국 및 일본발 항공기 탑승 내외국민 지정호텔로 이동하여 핵산 검사 1회 실시 후 전원 음성판정시 14일간 자가격리(해당 지역 내 고정 거주 지 없는 경우 호텔 격리), 양성판정자(확진자) 발생시 탑승자 전원 14일간 지 정호텔 격리(3.1)"
,중국,11,윈난성,"▸윈난성 진입시, 최근 14일 이내 한국, 일본, 이탈리아, 이란 방문이력이 있는 내외국민 14일간 지정시설 격리(3.3) 
※ 현재 한-윈난성 직항편 없음."
,중국,,장쑤성,"▸난징공항, 한국 및 일본발 항공기 탑승 내외국민 14일간 지정호텔에서 집중 의학관찰, 유증상자는 지정병원 이송(2.29) 
▸옌청공항, 한국발 항공기 탑승 내외국민 14일간 자가격리(해당 지역 내 고정 거주지 없는 경우 지정호텔 격리), 발열자 발생시 및 확진자 탑승 확인시 밀접접촉자 지정호텔 격리(2.26)"
,중국,13,저장성,"▸원저우공항/항저우공항, 한국발 항공기 탑승 내외국민 14일간 자가격리 또는 지정호텔 격리(도시별 격리방침 상이), 의심자 발생시 승객 전원 의심 자 음성판정시까지 공항대기(2.29)"
,중국,14,지린성,"▸창춘공항, 한국발 항공기 탑승 내외국민 14일간 지정호텔 격리(3.1) ▸옌지공항, 한국발 항공기 탑승 내외국민 14일간 지정호텔 격리(3.4)"
,중국,15,충칭시,"▸충칭공항, 국제선 탑승 내외국민 지정호텔로 이동하여 핵산검사 1회 실시 후 전원 음성판정시 14일간 자가격리(해당 지역 내 고정 거주지 없는 경우 호텔 격리), 양성판정자(확진자) 발생시 탑승자 전원 14일간 지정호텔 격리(3.1)"
,중국,16,톈진시,"▸톈진공항, 한국 및 일본발 항공기 탑승 내외국민 14일간 자가격리, 발열자 발생 시 탑승객 전원 호텔 임시격리 
- 발열자 1차 검사결과 음성 판정시 전원 14일 자가격리 - 발열자 1차 검사결과 양성 판정시 전원 핵산검사 실시 
* 발열자2차검사결과음성판정및승객전원음성판정시전원14일자가격리 * 발열자 2차 검사결과 양성 판정 또는 승객 중 1명 이상 양성 판정시 
전원 14일 호텔격리"
,중국,17,푸젠성,"▸샤먼시 진입시, 최근 14일 내 감염심각 지역 방문이력이 있는 내외국민은 (발열, 호흡기 증상 등) 기본검사 후 이상 없을시 14일간 자가격리(샤먼시 내 고정 거주 지 없는 경우 지정시설 격리) 
▸푸젠성(푸저우시, 취안저우시 등) 진입시, 최근 14일 내 감염심각 지역 방문이력 이 있는 내외국민은 핵산검사 실시 및 14일간 지정시설 격리"
,중국,18,하이난성,"▸하이난성(하이커우, 싼야 등) 진입시, 최근 14일 내 한국, 일본, 이탈리아, 이란 등 방문이력이 있는 내외국민은 별도 장소로 이동하여 핵산검사 실시 후 △음성 판정자는 14일간 지정호텔 격리, △양성판정자는 병원으로 이송(3.3) 
※ 현재 한-하이난 직항편 없음."
,중국,19,허난성,"▸정저우시 진입시, 감염심각 국가에서 체류하거나 경유한 모든 내외국민은 14일간 지정시설 격리 및 의학관찰(3.5)"
,중국,20,허베이성,"▸허베이성 진입시, 모든 내외국민 14일간 자가격리(허베이성 내 고정 거주지 없는 경우 지정호텔 격리)(3.11)"
,중국,21,헤이룽장성,"▸(하얼빈공항, 무단장공항 등) 진입시, 14일간 지정시설 격리(3.5)"
,중국,22,후난성,"▸후난성 진입시, 최근 14일 내 한국, 일본, 이탈리아, 이란 등 방문이력이 있는 내외국민은 별도 장소로 이동하여 핵산검사 실시 후 △전원 음성판정시 14일 간 자가격리(후난성에 고정 거주지 없는 경우 지정장소 격리), △유증상자 또 는 양성판정자 발생시 해당 인원 지정 병원 이송, 여타 승객 전원 14일간 지정장소 격리(3.4)"
101,중앙아프리카 공화국,"▸입국 전 14일 이내 한국, 중국, 일본, 이탈리아 등 코로나19 발병국*을 방문 후 입 국하거나 38도 이상의 고열 및 호흡기 증세가 있는 경우, △유증상자의 경우 ▴14일 간 자가격리(코로나19 환자 접촉자) ▴최종 결과 전까지 시설격리(의심환자) ▴지정 병원 격리 치료(확진자), △무증상시 자가격리 강력 권고(3.6.) 
*코로나19 발병국 리스트는 WHO홈페이지에 게재된 국가리스트에 준함",,
102,짐바브웨,"▸코로나19 발병이 확인된 국가에서 입국하는 모든 외국인 대상 △입국시 검사, △유 증상시 지정된 격리시설로 이송",,
103,차드,"▸한국, 중국, 이탈리아, 프랑스, 이란을 방문 후 입국한 내외국민 대상 코로나19 검사 의무화, △유증상시 지정 병원으로 이송 14일간 격리(3.8.)",,
104,체코,"▸3.16. 부터 장기체류 외국인(영주권/90일 초과 비자/노동허가 소지자)을 제외한 외국인 대상 입국금지(3.13.) ※ 체코국민, 영주권자, 90일 초과 비자 소지자 대상 출국 금지 ※ 3.14.부터 외국인에 대한 영주권/비자 신청 및 심사 중지(3.13.) 
▸한국, 이란, 중국, 프랑스, 덴마크, 영국, 벨기에, 스웨덴, 네덜란드, 노르웨이, 스위 스, 스페인, 이탈리아, 독일, 오스트리아를 방문 후 입국한 장기체류 외국인(자국민 포함) 14일간 의무적 자가 격리(3.13.) 
※ 위반시 최대 300만 코루나 벌금 부과",,
105,카자흐스탄,"▸3.6.부터 한시적으로 한국, 중국, 이란, 이탈리아, 프랑스, 독일, 스페인 국적자의 입국. 경유 금지(사증 발급도 중단)(3.6.) 
- △외국 정부 대표단, △외교 또는 관용여권 소지자, △항공사 승무원, △국제 물류 종사자 등은 상기 입국금지 대상에서 제외 
※ 우리 국민이 30일 이내 한국과 상기 국가를 방문하지 않았을 경우, 입국 금지와 비자 발급 중단 대상에서 제외 
※ 영주권 소지 우리 국민이 30일 이내 △한국, 중국, 이탈리아, 이란 방문 후 입 국시 14일간 의료시설 격리, △독일, 스페인, 프랑스를 방문 후 입국시 14일 간 자가격리(3.12.)",,
106,카타르,"▸3.9.부터 입국 전 14일 이내 한국, 중국, 방글라데시, 이집트, 인도, 이란, 이라크, 레 바논, 네팔, 파키스탄, 필리핀, 스리랑카, 시리아, 태국을 방문 후 입국한 외국인 대상 입국금지(3.8.) 
※ 거주허가증 소지 여부를 불문하고 상기 국가로부터 입국하는 경우 입국금지(3.9.)",,
107,케냐,▸입국 전 14일 이내 한국 등을 방문 후 입국한 외국인 대상 14일간 자가격리 권고(2.27.),,
108,코모로,▸입국 전 14일 이내 한국 등을 방문 후 입국한 외국인 대상 입국금지(2.7.),,
109,코스타리카,"▸한국, 중국, 이탈리아, 이란, 일본을 방문 후 입국한 내외국인 대상 입국장에서 공항 내 지정시설로 이동, 지정시설에서 발열 체크 등 필요 사항 문진 후 통상 입국장을 통해 입국허가(2.29.)",,
110,콜롬비아,"▸3.16.부터 입국 전 14일 이내 유럽과 아시아에 체류한 외국인/콜롬비아 비거주자 입 국 금지(3.13) 
※ 내국인 및 콜롬비아 거주자는 14일간 의무 격리 조치",,
111,콩고공화국,"▸한국, 프랑스, 이란, 이탈리아, 중국을 방문 후 입국한 외국인 대상 △자가 격리, △ 보건센터 모니터링 팀은 매 2차례 유선으로 건강상태 점검 및 자가 격리 이행여부 를 확인하기 위해 방문 실시(3.9.) ※ 자가격리 사항 미 준수 시 시설격리",,
112,쿠웨이트,"▸모든 외국인 입국금지(자국민과 직계가족, 이들과 동행하는 가사노동자 제외)(3.11.) ※ 모든 항공노선 운항 잠정 중단 ※ 3.12.-3.26. 관공서, 은행, 기업 포함 모든 공사부문의 강제휴업",,
113,쿡제도,"▸입국 전 14일 이내 한국, 중국(홍콩, 대만, 마카오 포함), 일본, 싱가포르, 말레이시아, 태국, 인도네시아, 필리핀, 베트남, 캄보디아, 라오스, 이탈리아, 이란을 방문 후 입국한 외국인 대상 입국금지(3.11.) 
※ 쿡제도 입국을 위해 상기 국가 이외의 곳에서 14일간 자가 격리 필요",,
114,크로아티아,"▸입국 전 14일 이내 한국, 중국(홍콩 포함), 이탈리아, 독일, 이란, 일본, 싱가포르, 프랑스, 오스트리아, 스위스, 스페인, 네덜란드, 스웨덴, 영국, 말레이시아, 슬로베니 아(벨라 크라이나 지역)를 방문 후 입국한 내외국인 대상 14일간 격리(3.9.) 
- (지정시설 격리) : 한국(대구.청도), 중국(후베이성), 이탈리아, 독일(하인스베르크), 이란 에서 입국하는 외국인 
- (의무적 자가격리) : 한국(대구.청도 외), 중국(후베이성 외), 홍콩, 일본, 싱가포르, 프랑스, 독일(하인스베르크 외), 오스트리아, 스위스, 스페인, 네덜란드, 스웨덴, 영국, 말레이시아, 슬로베니아(벨라 크라이나 지역)에서 입국하는 내외국인",,
115,키르기스스탄,"▸입국 전 30일 이내 한국, 중국, 일본, 이란, 이탈리아 등을 방문 후 입국한 외국인 대상 입국금지(3.6.)",,
116,키리바시,"▸입국 전 14일 이내 한국, 중국, 일본 등을 방문 후 입국한 외국인 대상 △미감염 의료 확인서 제출 및 격리 또는 입국 금지(2.11.)",,
117,타지키스탄,"▸한국, 중국, 싱가포르, 일본, 이란, 이탈리아 등을 방문 후 입국한 내외국민 대상 격리(2.25.)",,
118,태국,"▸한국, 중국, 마카오, 홍콩, 이란, 이탈리아발 모든 승객 대상 △ 최근 48시간 이내 발급 된 건강확인서(코로나19 음성 확인과 지난 14일간 질병이 없었다는 내용 포함)와 10만불 이상 보장되는 보험가입서류를 지참한 경우에만 비행기 탑승 가능(3.10.) ※ 단순 인천 환승 승객 및 방콕 환승 승객의 경우(12시간 이내) 상기 조치 미적용 - 발열검사 등 건강 체크 및 보건부 질의서 작성, △유증상(발열, 콧물 등)시 병원으 
로 이송, △무증상 시 14일간 의무 자가격리 ※ 12시간 이내에 한국에서 환승하여 태국으로 입국하는 경우 의무적 자가격리 
대상에 해당하지 않음",,
119,터키,"▸입국 전 14일 이내 한국, 중국, 이탈리아, 이란, 이라크를 방문 후 입국하는 외국인 대상 입국 금지(3.1.) ※ 체류허가 소지자의 경우 입국은 가능하나 △유증상 시 시설격리 또는 입국금지, △무증상 
시 14일간 자가격리",,
120,투르크메니스탄,▸모든 외국인 대상 지정 병원에서 최대 24일간 격리(2.28.),,
121,투발루,"▸입국 전 14일 내 한국, 중국 등을 방문 후 입국한 외국인 대상 입국금지(2.24.)",,
122,튀니지,▸입국한 모든 외국인 대상 14일간 의무적 자가 격리(3.13.),,
123,트리니다드토바고,"▸입국 전 14일 이내 한국, 중국, 일본, 싱가포르, 이탈리아, 이란, 독일, 프랑스, 스 페인을 방문 후 입국한 외국인 대상 입국금지(2.27.)",,
124,파나마,"▸입국 전 14일 이내 한국, 중국, 이탈리아, 이란 방문 후 입국한 내외국인 대상 △건강 상태 문진, △검역설문지 작성, △개인정보 제출 후 14일 동안 의무적 자가격리(3.8.) ※ 유증상자 샘플검사 실시, 확진시 병원 이송 
※ 자가 격리 시 보건요원 및 경찰 불시 방문 후 확인 ▸선박의 승하선 임시 중단(3.13.)",,
125,파라과이,"▸한국, 중국, 일본, 이탈리아, 태국, 싱가포르, 홍콩, 이란을 방문 후 입국한 내외국인 대상 보건당국의 인터뷰(인적사항, 현지 체류지, 연락처 등) 실시(2.29.) 
- 인터뷰를 통해 코로나19 의심 유증상자를 대상으로 14일간 자가격리 및 모니터링 (전화 문진) 실시(3.6.)",,
126,팔레스타인,"▸한국, 중국, 싱가포르, 마카오, 홍콩, 이라크, 이란 등을 방문 후 입국한 외국인 대상 입국금지(2.26.)",,
127,폴리네시아 (프랑스령),"▸2020.1.1. 이후 한국, 중국 등을 방문 후 입국한 외국인 대상 △검역설문지 작성 및 제출, △항공기 탑승 전 미감염을 증빙하는 의료확인서/의료소견서 제출(5일내)(2.27.)",,
128,피지,"▸3.7.부터 입국 전 14일 이내 한국, 이탈리아, 이란을 방문 후 입국한 외국인 대상 입국 금지(3.6.)",,
129,필리핀,"▸입국 전 14일 이내 한국(대구.경북), 중국, 홍콩, 마카오를 방문 후 입국한 외국인 대상 입국금지(2.26.) 
※ 대구‧경북 출신 여부는 영문 주민등록등본으로 확인하며, 출국 전 영문 주민등록등본을 소지하고, 부득이한 경우 국문 주민등록등본과 영문 번역본 필요 
※ 3.15.-4.14. 메트로 마닐라에서 그 외 지역으로 또는 그 외 지역에서 메트로 마닐라로의 육상, 국내항공, 국내해상여행중단 
※ 앙헬레스시의 경우 3.12. 00:00부터 한국(대구.경북)을 방문 후 입경한 외국인 대상 1주일간 진입 제한, 체류기간 내 여권 및 영문주민등록 등본 소지 필요(3.10.) 
- 중국, 홍콩, 마카오, 일본, 이란, 이탈리아를 방문 후 앙헬리스시 입경한 외국인 대상 일시 진입 제한 
※ 3.16. 00:01 – 3.20. 23:59 기간 중 모든 내외국인 대상 보홀주 방문 금지(보홀에서 타 지역으로의 이동은 허용)",,
130,헝가리,"▸3.12. 00시부터 한국, 중국, 이탈리아, 이란을 방문 후 입국한 외국인 대상 입국금지(3.11.) ※ 자국민의 경우 입국이 허용되나 2주간 자가격리 ※ 슬로베니아 및 오스트리아로부터 헝가리로 입국하는 기차, 버스, 항공기에 대 
해서도 상기조치 적용",,
131,호주,"▸입국 전 14일 내 한국, 중국(홍콩, 마카오 제외), 이란, 이탈리아 방문 후 입국한 외국 인 대상 입국‧경유 금지(3.5.) 
※ 호주 국민 및 영주권자는 14일간 자가격리",,
132,홍콩,"▸3.17. 00:00부터 입경 전 14일 이내 한국을 방문 후 입경한 모든 내외국인 대상 14일 간 자가 격리(홍콩 비거주자 호텔 또는 별도 거주지에서 격리)(3.13.) ※ 대구, 경북을 방문 후 입경한 내외국인 지정 시설에서 격리 ※ 격리대상자는 검역당국의 불시 검역 점검을 받고 매일 체온 측정 기록 / 출국 및 
이동 불가(격리조치 위반 시 법적 처벌)",,
